Date mutation,Valeur Fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Type local,Surface reelle bati,Nombre pieces principales
29/03/2018 00:00,470500,64,AV,6155,DE METZ,93230,ROMAINVILLE,93,63,E,65,Maison,132,4
20/05/2018 00:00,190000,12,AV,9640,VICTOR HUGO,93320,LES PAVILLONS-SOUS-BOIS,93,57,V,60,Maison,92,3
27/08/2018 00:00,389000,108,AV,8115,RASPAIL,93170,BAGNOLET,93,6,K,220,Maison,98,5
11/09/2018 00:00,249000,66,AV,50,ANATOLE FRANCE,93140,BONDY,93,10,AQ,165,Maison,32,2
30/07/2018 00:00,190000,39,AV,1420,CARNOT,93350,LE BOURGET,93,13,J,5,Maison,71,4
30/03/2018 00:00,235000,66,AV,1770,VICTOR HUGO,93270,SEVRAN,93,71,BS,39,Maison,60,3
28/08/2018 00:00,155000,11,AV,1020,GARROS,93150,LE BLANC-MESNIL,93,7,BH,154,Maison,47,3
14/09/2018 00:00,168000,8,AV,2280,PIERRE ET MARIE CURIE,93150,LE BLANC-MESNIL,93,7,AV,127,Maison,45,3
03/08/2018 00:00,224000,57,AV,2560,VOLTAIRE,93190,LIVRY-GARGAN,93,46,C,1625,Maison,73,4
28/09/2018 00:00,285000,18,AV,710,VAUQUELIN,93470,COUBRON,93,15,B,2140,Maison,85,5
07/03/2018 00:00,170000,23,AV,770,DU MARECHAL JOFFRE,93360,NEUILLY-PLAISANCE,93,49,B,547,Maison,47,3
03/04/2018 00:00,295000,58,AV,780,DES HIRONDELLES,93370,MONTFERMEIL,93,47,L,1026,Maison,100,3
09/01/2018 00:00,220000,22,AV,8155,RENE DAVID,94100,SAINT-MAUR-DES-FOSSES,94,68,DF,164,Maison,41,3
28/09/2018 00:00,295000,18,AV,7160,DES PLATANES,94340,JOINVILLE-LE-PONT,94,42,P,60,Maison,51,3
06/12/2018 00:00,177000,8,AV,6211,MAL DE LATTRE DE TASSIGNY,94410,ST MAURICE,94,69,C,76,Maison,28,2
25/01/2018 00:00,492000,69,AV,910,JACQUES BREL,94550,CHEVILLY-LARUE,94,21,M,132,Maison,122,5
27/04/2018 00:00,435000,61,AV,2515,DES DAHLIAS,94240,L'HAY-LES-ROSES,94,38,H,195,Maison,85,3
29/06/2018 00:00,250000,46,AV,15,ADRIEN RAYNAL,94310,ORLY,94,54,AC,17,Maison,76,4
26/07/2018 00:00,331000,44,AV,2580,DUNOIS,94240,L'HAY-LES-ROSES,94,38,U,87,Maison,73,4
19/01/2018 00:00,222500,45,AV,310,DU MAINE,94510,LA QUEUE-EN-BRIE,94,60,AL,48,Maison,72,4
09/02/2018 00:00,302000,56,AV,220,LOUIS WALLE,94470,BOISSY-SAINT-LEGER,94,4,AK,120,Maison,132,5
06/02/2018 00:00,219800,34,AV,310,DU MAINE,94510,LA QUEUE-EN-BRIE,94,60,AL,48,Maison,72,4
13/04/2018 00:00,283000,20,AV,90,DE BRETAGNE,94510,LA QUEUE-EN-BRIE,94,60,AL,48,Maison,81,5
03/05/2018 00:00,432510,9,AV,8120,DE LA REPUBLIQUE,92140,CLAMART,92,23,BP,91,Appartement,122,5
08/06/2018 00:00,420000,29,AV,3170,D ESTIENNE D ORVES,92350,LE PLESSIS-ROBINSON,92,60,R,126,Appartement,84,5
23/11/2018 00:00,170000,53,AV,4141,DU GEN PIERRE BILLOTTE,94000,CRETEIL,94,28,BK,180,Appartement,117,5
04/01/2018 00:00,330000,28,AV,5200,LE MIGNON,92270,BOIS-COLOMBES,92,9,D,121,Appartement,72,4
16/10/2018 00:00,470755,17,AV,3515,FAIDHERBE,92600,ASNIERES-SUR-SEINE,92,4,AL,126,Appartement,77,4
14/06/2018 00:00,379807,84,AV,820,DU MARECHAL FOCH,92210,SAINT-CLOUD,92,64,AN,174,Appartement,69,4
06/07/2018 00:00,490000,33,AV,430,THIERRY,92410,VILLE-D'AVRAY,92,77,AB,272,Appartement,107,4
02/02/2018 00:00,336649,46,AV,710,BOIS DE VERRIERES,92160,ANTONY,92,2,R,14,Appartement,67,4
26/02/2018 00:00,339000,192,AV,7142,PIERRE BROSSOLETTE,92240,MALAKOFF,92,46,M,53,Appartement,67,4
26/02/2018 00:00,222794,27,AV,3170,D ESTIENNE D ORVES,92350,LE PLESSIS-ROBINSON,92,60,R,126,Appartement,85,4
06/04/2018 00:00,251550,25,AV,4110,GABRIEL PERI,92350,LE PLESSIS-ROBINSON,92,60,Q,139,Appartement,98,4
20/03/2018 00:00,303000,249,AV,2510,DE LA DIVISION LECLERC,92290,CHATENAY-MALABRY,92,19,S,39,Appartement,79,4
08/06/2018 00:00,325000,166,AV,9640,DE VERDUN,92130,ISSY-LES-MOULINEAUX,92,40,M,150,Appartement,60,4
27/06/2018 00:00,202540,27,AV,3170,D ESTIENNE D ORVES,92350,LE PLESSIS-ROBINSON,92,60,R,126,Appartement,76,4
26/07/2018 00:00,434000,178,AV,2510,DE LA DIVISION LECLERC,92290,CHATENAY-MALABRY,92,19,AR,2,Appartement,91,4
11/07/2018 00:00,230000,28,AV,7110,DU PANORAMA,92340,BOURG-LA-REINE,92,14,G,125,Appartement,61,4
11/07/2018 00:00,230000,28,AV,7110,DU PANORAMA,92340,BOURG-LA-REINE,92,14,G,125,Appartement,61,4
23/07/2018 00:00,420000,4,AV,4127,DU GEN DE GAULLE,92170,VANVES,92,75,A,16,Appartement,87,4
02/08/2018 00:00,343000,61,AV,85,AUGUSTIN DUMONT,92240,MALAKOFF,92,46,F,183,Appartement,58,4
09/10/2018 00:00,403000,36,AV,1434,CHARLES DE GAULLE,92350,LE PLESSIS-ROBINSON,92,60,S,88,Appartement,90,4
30/01/2018 00:00,305000,105,AV,645,DU BELVEDERE,93310,LE PRE-SAINT-GERVAIS,93,61,H,221,Appartement,81,4
19/02/2018 00:00,495000,105,AV,4738,JEAN LOLIVE,93500,PANTIN,93,55,AJ,27,Appartement,85,4
19/06/2018 00:00,310000,15,AV,7175,PRESIDENT WILSON,93230,ROMAINVILLE,93,63,T,128,Appartement,80,4
11/07/2018 00:00,217100,90,AV,7145,PAUL VAILLANT COUTURIER,93000,BOBIGNY,93,8,V,196,Appartement,75,4
08/08/2018 00:00,179000,21,AV,7152,PIERRE KERAUTRET,93130,NOISY-LE-SEC,93,53,Q,155,Appartement,88,4
26/02/2018 00:00,252500,58,AV,4110,GALLIENI,93800,EPINAY SUR SEINE,93,31,A,31,Appartement,77,4
16/07/2018 00:00,198000,43,AV,4730,JEAN JAURES,93450,L'ILE-SAINT-DENIS,93,39,H,77,Appartement,84,4
14/02/2018 00:00,139000,8,AV,175,BERLIOZ,93270,SEVRAN,93,71,AT,12,Appartement,80,4
05/03/2018 00:00,144000,21,AV,175,BERLIOZ,93270,SEVRAN,93,71,AS,179,Appartement,82,4
08/03/2018 00:00,133000,43,AV,175,BERLIOZ,93270,SEVRAN,93,71,AS,23,Appartement,82,4
21/03/2018 00:00,147000,16,AV,175,BERLIOZ,93270,SEVRAN,93,71,AT,12,Appartement,82,4
28/03/2018 00:00,110000,3,AV,980,FERRER,93190,LIVRY-GARGAN,93,46,B,2750,Appartement,56,4
27/03/2018 00:00,161000,16,AV,175,BERLIOZ,93270,SEVRAN,93,71,AT,12,Appartement,82,4
16/05/2018 00:00,158000,21,AV,175,BERLIOZ,93270,SEVRAN,93,71,AS,179,Appartement,82,4
15/05/2018 00:00,132000,43,AV,175,BERLIOZ,93270,SEVRAN,93,71,AS,23,Appartement,82,4
31/05/2018 00:00,127000,10,AV,1008,PABLO PICASSO,93420,VILLEPINTE,93,78,BA,161,Appartement,85,4
16/07/2018 00:00,140000,8,AV,175,BERLIOZ,93270,SEVRAN,93,71,AT,12,Appartement,80,4
06/07/2018 00:00,140000,7,AV,175,BERLIOZ,93270,SEVRAN,93,71,AS,179,Appartement,82,4
27/09/2018 00:00,135000,30,AV,175,BERLIOZ,93270,SEVRAN,93,71,AT,12,Appartement,80,4
02/05/2018 00:00,176000,126,AV,800,DE LA RESISTANCE,93340,LE RAINCY,93,62,AH,441,Appartement,82,4
25/05/2018 00:00,280000,107,AV,445,DU GEN DE GAULLE,93330,NEUILLY-SUR-MARNE,93,50,AH,157,Appartement,75,4
17/04/2018 00:00,290000,19,AV,4757,JEAN MOULIN,93100,MONTREUIL,93,48,BV,157,Appartement,78,4
18/01/2018 00:00,430000,36,AV,4160,DE GRAVELLE,94220,CHARENTON-LE-PONT,94,18,E,61,Appartement,87,4
26/06/2018 00:00,205000,51,AV,4141,DU GEN PIERRE BILLOTTE,94000,CRETEIL,94,28,BK,180,Appartement,74,4
30/11/2018 00:00,325458,128,AV,6120,DU MARECHAL FOCH,94000,CRETEIL,94,28,BP,161,Appartement,82,4
19/01/2018 00:00,370000,50,AV,2580,DUMOTEL,94230,CACHAN,94,16,Z,233,Appartement,82,4
23/01/2018 00:00,200000,27,AV,7187,DU PDT SALVADOR ALLENDE,94110,ARCUEIL,94,3,C,117,Appartement,78,4
09/02/2018 00:00,307100,12,AV,7110,DE LA PAIX,94260,FRESNES,94,34,F,142,Appartement,77,4
01/02/2018 00:00,369000,35,AV,5110,LAPLACE,94110,ARCUEIL,94,3,G,211,Appartement,89,4
31/01/2018 00:00,268000,13,AV,6120,MARGUERITES,94600,CHOISY-LE-ROI,94,22,AE,2,Appartement,75,4
25/06/2018 00:00,270270,12,AV,7110,DE LA PAIX,94260,FRESNES,94,34,F,142,Appartement,79,4
31/07/2018 00:00,190000,21,AV,60,ANATOLE FRANCE,94600,CHOISY-LE-ROI,94,22,M,53,Appartement,79,4
29/01/2018 00:00,252000,38,AV,70,BERTRAND,94420,LE PLESSIS-TREVISE,94,59,AE,531,Appartement,83,4
06/04/2018 00:00,214500,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,79,4
12/06/2018 00:00,209900,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,77,4
20/07/2018 00:00,213100,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,79,4
03/08/2018 00:00,370000,17,AV,660,SAINT PIERRE,94420,LE PLESSIS-TREVISE,94,59,AD,464,Appartement,85,4
25/05/2018 00:00,335000,3,AV,45,ALPHAND,94160,SAINT-MANDE,94,67,G,35,Appartement,73,4
10/01/2018 00:00,290000,19,AV,7130,PASTEUR,92400,COURBEVOIE,92,26,AY,82,Appartement,52,3
12/01/2018 00:00,350000,52,AV,72,DE L ARCHE,92400,COURBEVOIE,92,26,D,565,Appartement,52,3
07/02/2018 00:00,180000,14,AV,5161,DE LA LIBERTE,92000,NANTERRE,92,50,AR,269,Appartement,67,3
15/02/2018 00:00,470500,3,AV,6108,DU MARECHAL JUIN,92150,SURESNES,92,73,U,44,Appartement,66,3
27/03/2018 00:00,290000,12,AV,5150,LEON BOURGAIN,92400,COURBEVOIE,92,26,AV,88,Appartement,51,3
13/04/2018 00:00,244095,166,AV,8130,DE LA REPUBLIQUE,92000,NANTERRE,92,50,X,340,Appartement,65,3
02/05/2018 00:00,132483,2,AV,3130,EDOUARD VAILLANT,92150,SURESNES,92,73,AP,236,Appartement,49,3
12/07/2018 00:00,442500,30,AV,5156,LEONARD DE VINCI,92400,COURBEVOIE,92,26,A,462,Appartement,62,3
20/07/2018 00:00,430000,19,AV,3130,EDOUARD VAILLANT,92150,SURESNES,92,73,AO,64,Appartement,66,3
19/01/2018 00:00,225000,16,AV,7155,DU PONANT,92390,VILLENEUVE-LA-GARENNE,92,78,D,466,Appartement,63,3
26/06/2018 00:00,231500,245,AV,50,D ARGENTEUIL,92270,BOIS-COLOMBES,92,9,D,295,Appartement,73,3
30/08/2018 00:00,172900,34,AV,4560,JEAN MOULIN,92390,VILLENEUVE-LA-GARENNE,92,78,F,313,Appartement,49,3
30/08/2018 00:00,182000,15,AV,7155,DU PONANT,92390,VILLENEUVE-LA-GARENNE,92,78,D,433,Appartement,60,3
26/09/2018 00:00,420000,17,AV,22,DE L AGENT SARRE,92700,COLOMBES,92,25,T,124,Appartement,47,3
12/01/2018 00:00,316177.38,137,AV,15,ACHILLE PERETTI,92200,NEUILLY-SUR-SEINE,92,51,AG,21,Appartement,135,3
19/01/2018 00:00,345000,177,AV,1436,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,92,51,AJ,34,Appartement,54,3
02/07/2018 00:00,328039,184,AV,1436,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,92,51,AL,70,Appartement,74,3
26/07/2018 00:00,137500,84,AV,1436,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,92,51,AF,36,Appartement,80,3
19/01/2018 00:00,450000,60,AV,7205,PIERRE GRENIER,92100,BOULOGNE-BILLANCOURT,92,12,BN,98,Appartement,53,3
16/01/2018 00:00,446500,10,AV,4720,J B CLEMENT,92100,BOULOGNE-BILLANCOURT,92,12,J,101,Appartement,56,3
07/03/2018 00:00,345000,25,AV,123,ANDRE MORIZET,92100,BOULOGNE-BILLANCOURT,92,12,AO,87,Appartement,59,3
22/03/2018 00:00,215000,60,AV,7205,PIERRE GRENIER,92100,BOULOGNE-BILLANCOURT,92,12,BN,98,Appartement,63,3
29/03/2018 00:00,408500,60,AV,7205,PIERRE GRENIER,92100,BOULOGNE-BILLANCOURT,92,12,BN,98,Appartement,52,3
29/03/2018 00:00,335000,60,AV,7205,PIERRE GRENIER,92100,BOULOGNE-BILLANCOURT,92,12,BN,98,Appartement,53,3
30/04/2018 00:00,239300,13,AV,4135,GAL LECLERC,92100,BOULOGNE-BILLANCOURT,92,12,AV,122,Appartement,57,3
17/07/2018 00:00,299600,25,AV,340,FOCH,92380,GARCHES,92,33,AK,556,Appartement,72,3
05/01/2018 00:00,128000,64,AV,8131,RAYMOND CROLAND,92350,LE PLESSIS-ROBINSON,92,60,D,101,Appartement,68,3
09/01/2018 00:00,490000,10,AV,8120,DE LA REPUBLIQUE,92130,ISSY-LES-MOULINEAUX,92,40,X,38,Appartement,38,3
22/01/2018 00:00,314000,2,AV,1434,CHARLES DE GAULLE,92350,LE PLESSIS-ROBINSON,92,60,H,162,Appartement,68,3
30/01/2018 00:00,340000,10,AV,50,ARISTIDE BRIAND,92350,LE PLESSIS-ROBINSON,92,60,S,123,Appartement,63,3
26/04/2018 00:00,322000,201,AV,4730,JEAN JAURES,92140,CLAMART,92,23,G,69,Appartement,57,3
04/06/2018 00:00,473000,37,AV,4150,DU GAL LECLERC,92350,LE PLESSIS-ROBINSON,92,60,H,97,Appartement,78,3
20/06/2018 00:00,173000,44,AV,7121,DE PARIS,92320,CHATILLON,92,20,I,250,Appartement,56,3
26/06/2018 00:00,300000,9,AV,6142,DE LA MARNE,92120,MONTROUGE,92,49,K,101,Appartement,61,3
31/08/2018 00:00,345000,102,AV,45,ARISTIDE BRIAND,92120,MONTROUGE,92,49,G,67,Appartement,57,3
31/08/2018 00:00,345000,102,AV,45,ARISTIDE BRIAND,92120,MONTROUGE,92,49,G,67,Appartement,61,3
01/10/2018 00:00,313500,50,AV,4730,JEAN JAURES,92140,CLAMART,92,23,AE,57,Appartement,64,3
19/01/2018 00:00,110000,28,AV,4450,HOCHE,93130,NOISY-LE-SEC,93,53,R,275,Appartement,61,3
30/01/2018 00:00,305000,103,AV,645,DU BELVEDERE,93310,LE PRE-SAINT-GERVAIS,93,61,H,221,Appartement,63,3
12/02/2018 00:00,335000,15,AV,7175,PRESIDENT WILSON,93230,ROMAINVILLE,93,63,T,128,Appartement,67,3
21/03/2018 00:00,185000,36,AV,4738,JEAN LOLIVE,93500,PANTIN,93,55,AP,9,Appartement,49,3
17/05/2018 00:00,155000,7,AV,9660,DE LA VILLEGIATURE,93140,BONDY,93,10,D,146,Appartement,59,3
15/06/2018 00:00,272000,113,AV,7130,PASTEUR,93260,LES LILAS,93,45,I,240,Appartement,46,3
29/05/2018 00:00,228200,144,AV,4120,GAMBETTA,93170,BAGNOLET,93,6,H,75,Appartement,62,3
12/07/2018 00:00,375000,103,AV,645,DU BELVEDERE,93310,LE PRE-SAINT-GERVAIS,93,61,H,221,Appartement,63,3
01/08/2018 00:00,155000,7,AV,9660,DE LA VILLEGIATURE,93140,BONDY,93,10,D,146,Appartement,59,3
12/07/2018 00:00,190000,171,AV,4120,GAMBETTA,93170,BAGNOLET,93,6,H,14,Appartement,60,3
14/09/2018 00:00,205000,28,AV,4735,JEAN JAURES,93700,DRANCY,93,29,BK,7,Appartement,67,3
24/09/2018 00:00,203000,90,AV,7145,PAUL VAILLANT COUTURIER,93000,BOBIGNY,93,8,V,196,Appartement,63,3
09/10/2018 00:00,220000,78,AV,4735,JEAN JAURES,93500,PANTIN,93,55,H,114,Appartement,70,3
08/10/2018 00:00,325000,18,AV,8115,RASPAIL,93170,BAGNOLET,93,6,D,109,Appartement,68,3
26/10/2018 00:00,190000,73,AV,4143,G ANTHONIOZ DE GAULLE,93140,BONDY,93,10,AR,178,Appartement,60,3
08/01/2018 00:00,158000,7,AV,4710,JEAN JAURES,93300,AUBERVILLIERS,93,1,BH,36,Appartement,35,3
31/01/2018 00:00,266000,50,AV,6165,MICHELET,93400,SAINT-OUEN,93,70,AK,18,Appartement,62,3
31/01/2018 00:00,206000,55,AV,4710,JEAN JAURES,93300,AUBERVILLIERS,93,1,BD,82,Appartement,62,3
24/02/2018 00:00,147000,4,AV,4140,GENERAL GALLIENI,93380,PIERREFITTE-SUR-SEINE,93,59,L,67,Appartement,68,3
02/03/2018 00:00,242500,3,AV,3590,DES FRUITIERS,93210,SAINT-DENIS,93,66,CE,118,Appartement,57,3
08/03/2018 00:00,180000,30,AV,8130,DE LA REPUBLIQUE,93800,EPINAY SUR SEINE,93,31,AI,138,Appartement,67,3
15/05/2018 00:00,154000,41,AV,4110,GALLIENI,93800,EPINAY SUR SEINE,93,31,D,227,Appartement,64,3
13/06/2018 00:00,130000,129,AV,8580,DE STALINGRAD,93240,STAINS,93,72,R,64,Appartement,68,3
26/06/2018 00:00,128000,40,AV,4115,GASTON MONMOUSSEAU,93240,STAINS,93,72,T,371,Appartement,56,3
03/07/2018 00:00,210000,103,AV,4740,JOFFRE,93800,EPINAY SUR SEINE,93,31,S,9,Appartement,70,3
26/07/2018 00:00,157500,6,AV,3155,ELISE DEROCHE,93350,LE BOURGET,93,13,L,28,Appartement,49,3
23/08/2018 00:00,180000,44,AV,8130,DE LA REPUBLIQUE,93800,EPINAY SUR SEINE,93,31,AI,221,Appartement,71,3
03/08/2018 00:00,175000,7,AV,5166,LEON BLUM,93800,EPINAY SUR SEINE,93,31,I,180,Appartement,70,3
06/09/2018 00:00,220000,103,AV,4740,JOFFRE,93800,EPINAY SUR SEINE,93,31,S,9,Appartement,66,3
14/09/2018 00:00,256500,13,AV,4139,GEORGE SAND,93200,SAINT-DENIS,93,66,CS,81,Appartement,63,3
13/09/2018 00:00,310000,50,AV,6165,MICHELET,93400,SAINT-OUEN,93,70,AK,18,Appartement,59,3
20/09/2018 00:00,313000,24,AV,3580,FRAYCE,93400,SAINT-OUEN,93,70,AK,63,Appartement,62,3
10/10/2018 00:00,175000,56,AV,7145,P V COUTURIER,93120,LA COURNEUVE,93,27,AT,153,Appartement,70,3
09/10/2018 00:00,245000,49,AV,4110,GALLIENI,93800,EPINAY SUR SEINE,93,31,C,9,Appartement,60,3
27/09/2018 00:00,153447,11,AV,4160,GENERAL DE GAULLE,93440,DUGNY,93,30,G,43,Appartement,70,3
10/10/2018 00:00,235000,88,AV,4105,GABRIEL PERI,93400,SAINT-OUEN,93,70,X,89,Appartement,48,3
17/10/2018 00:00,224000,11,AV,3590,DES FRUITIERS,93210,SAINT-DENIS,93,66,CE,134,Appartement,62,3
22/11/2018 00:00,170000,10,AV,4719,JACQUES PREVERT,93380,PIERREFITTE-SUR-SEINE,93,59,E,215,Appartement,58,3
14/11/2018 00:00,230000,1,AV,3590,DES FRUITIERS,93210,SAINT-DENIS,93,66,CE,118,Appartement,53,3
11/12/2018 00:00,225000,1,AV,3590,DES FRUITIERS,93210,SAINT-DENIS,93,66,CE,118,Appartement,57,3
23/02/2018 00:00,170000,43,AV,1080,GEORGES GUYNEMER,93150,LE BLANC-MESNIL,93,7,BH,298,Appartement,56,3
28/03/2018 00:00,175000,7,AV,1440,DE LA JUSTICE,93150,LE BLANC-MESNIL,93,7,AZ,503,Appartement,64,3
26/06/2018 00:00,201000,134,AV,400,CESAR COLLAVERI,93190,LIVRY-GARGAN,93,46,B,1686,Appartement,61,3
13/07/2018 00:00,127000,3,AV,1540,GERMAIN PAPILLON,93600,AULNAY SOUS BOIS,93,5,AU,88,Appartement,52,3
31/07/2018 00:00,195000,37,AV,665,DU GEN DE GAULLE,93290,TREMBLAY-EN-FRANCE,93,73,AR,603,Appartement,63,3
07/09/2018 00:00,215000,45,AV,1180,HENRI BARBUSSE,93150,LE BLANC-MESNIL,93,7,AV,27,Appartement,62,3
04/10/2018 00:00,190000,2,AV,1060,P VAILLANT COUTURIER,93420,VILLEPINTE,93,78,BM,206,Appartement,66,3
18/10/2018 00:00,187000,32,AV,1040,PASTEUR,93290,TREMBLAY-EN-FRANCE,93,73,AR,479,Appartement,74,3
28/11/2018 00:00,199500,37,AV,665,DU GEN DE GAULLE,93290,TREMBLAY-EN-FRANCE,93,73,AR,603,Appartement,58,3
28/02/2018 00:00,204000,26,AV,395,FRANCOIS MAURIAC,93330,NEUILLY-SUR-MARNE,93,50,AW,250,Appartement,68,3
23/03/2018 00:00,145000,118,AV,800,DE LA RESISTANCE,93340,LE RAINCY,93,62,AH,444,Appartement,80,3
30/03/2018 00:00,182000,110,AV,1490,HENRI BARBUSSE,93220,GAGNY,93,32,BY,32,Appartement,67,3
17/05/2018 00:00,258000,107,AV,445,DU GEN DE GAULLE,93330,NEUILLY-SUR-MARNE,93,50,AH,157,Appartement,57,3
21/05/2018 00:00,253000,107,AV,445,DU GEN DE GAULLE,93330,NEUILLY-SUR-MARNE,93,50,AH,157,Appartement,62,3
22/05/2018 00:00,179360,107,AV,445,DU GEN DE GAULLE,93330,NEUILLY-SUR-MARNE,93,50,AH,157,Appartement,45,3
06/11/2018 00:00,230000,31,AV,1664,MONTAIGNE,93160,NOISY-LE-GRAND,93,51,BR,6,Appartement,67,3
15/03/2018 00:00,163000,37,AV,6890,OUTREBON,93250,VILLEMOMBLE,93,77,J,188,Appartement,52,3
04/04/2018 00:00,335000,10,AV,9615,WALWEIN,93100,MONTREUIL,93,48,AJ,255,Appartement,55,3
26/04/2018 00:00,255000,19,AV,4757,JEAN MOULIN,93100,MONTREUIL,93,48,BV,157,Appartement,65,3
13/11/2018 00:00,260000,16,AV,3590,DE FREDY,93250,VILLEMOMBLE,93,77,Q,102,Appartement,48,3
13/03/2018 00:00,432000,2,AV,9175,DE LA TREMOUILLE,94100,SAINT-MAUR-DES-FOSSES,94,68,AB,1,Appartement,76,3
16/05/2018 00:00,425000,54,AV,8140,DE LA REPUBLIQUE,94700,MAISONS-ALFORT,94,46,AO,3,Appartement,65,3
30/08/2018 00:00,320000,28,AV,6658,DU NOUVEAU MONDE,94000,CRETEIL,94,28,BM,42,Appartement,74,3
16/10/2018 00:00,140500,5,AV,5190,MAGELLAN,94000,CRETEIL,94,28,BL,335,Appartement,67,3
08/11/2018 00:00,285000,233,AV,4129,DU GENERAL LECLERC,94700,MAISONS-ALFORT,94,46,AI,113,Appartement,63,3
19/12/2018 00:00,258583,132,AV,6120,DU MARECHAL FOCH,94000,CRETEIL,94,28,BP,161,Appartement,63,3
16/01/2018 00:00,200000,34,AV,3550,DE FONTAINEBLEAU,94270,LE KREMLIN-BICETRE,94,43,D,7,Appartement,57,3
01/02/2018 00:00,223000,12,AV,7110,DE LA PAIX,94260,FRESNES,94,34,F,142,Appartement,61,3
12/03/2018 00:00,257000,137,AV,9600,DE VERDUN,94200,IVRY-SUR-SEINE,94,41,R,307,Appartement,56,3
17/04/2018 00:00,237100,12,AV,7110,DE LA PAIX,94260,FRESNES,94,34,F,142,Appartement,63,3
22/05/2018 00:00,226200,12,AV,7110,DE LA PAIX,94260,FRESNES,94,34,F,142,Appartement,61,3
01/06/2018 00:00,297400,33,AV,5110,LAPLACE,94110,ARCUEIL,94,3,G,211,Appartement,67,3
31/05/2018 00:00,217900,12,AV,7110,DE LA PAIX,94260,FRESNES,94,34,F,142,Appartement,62,3
22/06/2018 00:00,218889,12,AV,7110,DE LA PAIX,94260,FRESNES,94,34,F,142,Appartement,62,3
28/08/2018 00:00,177000,129,AV,1515,DU COLONEL FABIEN,94800,VILLEJUIF,94,76,BC,70,Appartement,58,3
26/10/2018 00:00,320000,50,AV,2580,DUMOTEL,94230,CACHAN,94,16,Z,233,Appartement,65,3
31/01/2018 00:00,212500,180,AV,500,DE LA MARECHALE,94420,LE PLESSIS-TREVISE,94,59,AE,89,Appartement,62,3
12/03/2018 00:00,166100,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,57,3
16/03/2018 00:00,179000,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,61,3
19/03/2018 00:00,164900,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,57,3
27/03/2018 00:00,182100,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,62,3
11/04/2018 00:00,163100,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,56,3
19/07/2018 00:00,167904,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,58,3
24/07/2018 00:00,163200,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,58,3
08/10/2018 00:00,159786,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,57,3
29/10/2018 00:00,171963,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,61,3
09/11/2018 00:00,164241,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,58,3
14/11/2018 00:00,174735,5,AV,1432,PAUL VERLAINE,94190,VILLENEUVE-SAINT-GEORGES,94,78,AM,444,Appartement,61,3
16/02/2018 00:00,495000,10,AV,4115,DU GAL DE GAULLE,94300,VINCENNES,94,80,X,172,Appartement,57,3
23/04/2018 00:00,485000,10,AV,4115,DU GAL DE GAULLE,94300,VINCENNES,94,80,X,172,Appartement,57,3
14/06/2018 00:00,400000,11,AV,3510,FAYOLLE,94300,VINCENNES,94,80,M,50,Appartement,48,3
17/08/2018 00:00,460000,8,AV,3540,FOCH,94120,FONTENAY-SOUS-BOIS,94,33,BU,51,Appartement,64,3
20/11/2018 00:00,475000,25,AV,5130,LEDRU ROLLIN,94170,LE PERREUX-SUR-MARNE,94,58,AB,77,Appartement,53,3
13/12/2018 00:00,470000,153,AV,7147,PIERRE BROSSOLETTE,94170,LE PERREUX-SUR-MARNE,94,58,AK,48,Appartement,65,3
21/12/2018 00:00,440000,35,AV,4100,GABRIEL PERI,94300,VINCENNES,94,80,N,97,Appartement,60,3
19/04/2018 00:00,297000,354,AV,2720,NAPOLEON BONAPARTE,92500,RUEIL-MALMAISON,92,63,BR,36,Appartement,32,1
08/06/2018 00:00,133000,56,AV,72,DE L ARCHE,92400,COURBEVOIE,92,26,D,565,Appartement,17,1
